time,x,y
150.94,10.8662695,0.145982682
150.96,10.8287169,0.145351545
150.98,10.79100651,0.144917638
151,10.75542621,0.144411413
151.02,10.71842585,0.143786849
151.04,10.67976876,0.143234604
151.06,10.64126945,0.142794122
151.08,10.60308571,0.142248451
151.1,10.56395527,0.141544996
151.12,10.52482483,0.141005899
151.14,10.48443211,0.140348464
151.16,10.44309269,0.139730475
151.18,10.40317333,0.139217676
151.2,10.36317507,0.138895533
151.22,10.32507023,0.138553666
151.24,10.28704427,0.138119759
151.26,10.25233178,0.137764744
151.28,10.21627813,0.13730454
151.3,10.17833107,0.136679977
151.32,10.13714943,0.136029116
151.34,10.09841345,0.135634655
151.36,10.05802073,0.134990369
151.38,10.01620796,0.134378954
151.4,9.977787549,0.134063385
151.42,9.940787192,0.133596606
151.44,9.901972318,0.13305751
151.46,9.863315228,0.132630177
151.48,9.826314871,0.132130526
151.5,9.786711077,0.131407348
151.52,9.747186175,0.13077621
151.54,9.710816954,0.130059606
151.56,9.671528728,0.129573104
151.58,9.630820446,0.129034007
151.6,9.591374436,0.128429167
151.62,9.553269591,0.127968962
151.64,9.512403525,0.127620522
151.66,9.473036408,0.127048553
151.68,9.435799375,0.126443713
151.7,9.397221178,0.126029529
151.72,9.357538493,0.125332648
151.74,9.318171376,0.124694936
151.76,9.280776559,0.124241306
151.78,9.242671714,0.123735081
151.8,9.205908034,0.123176261
151.82,9.168197649,0.122591144
151.84,9.131749537,0.121894263
151.86,9.093644693,0.121006725
151.88,9.054119792,0.120283547
151.9,9.012228131,0.11963926
151.92,8.97033647,0.119073866
151.94,8.928839269,0.118745149
151.96,8.887736528,0.118337539
151.98,8.847186031,0.117857611
152,8.808844511,0.117173879
152.02,8.77081856,0.116884607
152.04,8.730899199,0.116220598
152.06,8.690112027,0.115681501
152.08,8.649877099,0.115188425
152.1,8.610667767,0.114669051
152.12,8.570669515,0.113945873
152.14,8.530907939,0.113525114
152.16,8.491777499,0.1129137
152.18,8.452252599,0.112269413
152.2,8.411070968,0.111842081
152.22,8.372334988,0.111289835
152.24,8.335334633,0.110566657
152.26,8.297782034,0.110080155
152.28,8.259598299,0.109639673
152.3,8.221177888,0.109008535
152.32,8.181968556,0.108357675
152.34,8.142838117,0.107858024
152.36,8.103471002,0.107194015
152.38,8.063157183,0.106549728
152.4,8.023553392,0.106096098
152.42,7.981898409,0.105596448
152.44,7.940243425,0.105017905
152.46,7.898036198,0.104518254
152.48,7.858984651,0.103887116
152.5,7.820011997,0.103163938
152.52,7.783090535,0.102493354
152.54,7.7429345,0.101855642
152.56,7.70411963,0.101073294
152.58,7.663332459,0.100547346
152.6,7.622545288,0.100008249
152.62,7.58065363,0.099377112
152.64,7.539787567,0.098693379
152.66,7.500578237,0.098239749
152.68,7.462236719,0.097674355
152.7,7.422554037,0.097108961
152.72,7.383896951,0.096523844
152.74,7.344608729,0.095872983
152.76,7.305478291,0.095274717
152.78,7.265401149,0.094630431
152.8,7.22698074,0.093926975
152.82,7.188718114,0.093289263
152.84,7.151323301,0.092868505
152.86,7.111719511,0.092322834
152.88,7.07282575,0.091744291
152.9,7.03322196,0.09119862
152.92,6.993933739,0.090725266
152.94,6.955671114,0.089896898
152.96,6.917014029,0.089055381
152.98,6.880802596,0.088246736
153,6.844827839,0.087549855
153.02,6.80759081,0.086879271
153.04,6.77106381,0.086202113
153.06,6.735089053,0.085557827
153.08,6.695643048,0.085058176
153.1,6.657143747,0.084361295
153.12,6.619038907,0.083427737
153.14,6.57872509,0.082849194
153.16,6.541172493,0.082277226
153.18,6.503698789,0.081632939
153.2,6.466067301,0.081080694
153.22,6.428672488,0.080620489
153.24,6.39143546,0.0800025
153.26,6.35214724,0.079371362
153.28,6.312780127,0.078661333
153.3,6.273018555,0.078010472
153.32,6.232152495,0.077471375
153.34,6.194047655,0.07670875
153.36,6.153733838,0.076071038
153.38,6.114997862,0.075485921
153.4,6.076656346,0.074854783
153.42,6.039577103,0.074309112
153.44,6.001551155,0.073651677
153.46,5.965181939,0.073046837
153.48,5.929996104,0.072468294
153.5,5.892995752,0.071929197
153.52,5.856468753,0.07104166
153.54,5.819862862,0.070489414
153.56,5.785465946,0.069864851
153.58,5.748071135,0.069003611
153.6,5.711149676,0.068181817
153.62,5.67399154,0.06770189
153.64,5.635255565,0.067156218
153.66,5.59612513,0.066373871
153.68,5.558414751,0.065861071
153.7,5.520467696,0.065295677
153.72,5.482520641,0.064657965
153.74,5.445835858,0.063934786
153.76,5.409308859,0.063421987
153.78,5.37159848,0.062810572
153.8,5.334913697,0.062179435
153.82,5.296572182,0.061541723
153.84,5.258309559,0.060897436
153.86,5.219889153,0.060240001
153.88,5.181468746,0.059687756
153.9,5.144468395,0.059122362
153.92,5.110544833,0.05853067
